Mã,Tên,C?p,Ngh? quy?t,Mã TP,T?nh / Thành Ph?
11983,Ph??ng S?n Nam,Ph??ng,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
11992,Xã L?c ??o,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
11995,Xã ??i ??ng,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
12004,Xã Nh? Qu?nh,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
12019,Xã V?n Giang,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
12025,Xã Ph?ng Công,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
12031,Xã Ngh?a Tr?,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
12049,Xã M? S?,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
12064,Xã Nguy?n V?n Linh,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
12070,Xã Hoàn Long,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
12073,Xã Yên M?,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
12091,Xã Vi?t Yên,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
12103,Ph??ng M? Hào,Ph??ng,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
12127,Ph??ng Th??ng H?ng,Ph??ng,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
12133,Ph??ng ???ng Hào,Ph??ng,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
12142,Xã Ân Thi,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
12148,Xã Ph?m Ng? Lão,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
12166,Xã Xuân Trúc,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
12184,Xã Nguy?n Trãi,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
12196,Xã H?ng Quang,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
12205,Xã Khoái Châu,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
12223,Xã Tri?u Vi?t V??ng,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
12238,Xã Vi?t Ti?n,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
12247,Xã Châu Ninh,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
12271,Xã Chí Minh,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
12280,Xã L??ng B?ng,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
12286,Xã Ngh?a Dân,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
12313,Xã ??c H?p,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
12322,Xã Hi?p C??ng,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
12337,Xã Hoàng Hoa Thám,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
12361,Xã Tiên Hoa,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
12364,Xã Tiên L?,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
12391,Xã Quang H?ng,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
12406,Xã ?oàn ?ào,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
12424,Xã Tiên Ti?n,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
12427,Xã T?ng Trân,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
12452,Ph??ng Tr?n H?ng ??o,Ph??ng,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
12454,Ph??ng Tr?n Lãm,Ph??ng,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
12466,Ph??ng V? Phúc,Ph??ng,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
12472,Xã Qu?nh Ph?,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
12499,Xã A Sào,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
12511,Xã Minh Th?,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
12517,Xã Ng?c Lâm,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
12523,Xã Ph? D?c,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
12526,Xã ??ng B?ng,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
12532,Xã Nguy?n Du,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
12577,Xã Qu?nh An,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
12583,Xã Tân Ti?n,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
12586,Xã H?ng Hà,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
12595,Xã Ng? Thiên,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
12613,Xã Long H?ng,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
12619,Xã Diên Hà,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
12631,Xã Th?n Khê,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
12634,Xã Tiên La,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
12676,Xã Lê Quý ?ôn,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
12685,Xã H?ng Minh,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
12688,Xã ?ông H?ng,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
12694,Xã B?c ?ông H?ng,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
12700,Xã B?c Tiên H?ng,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
12736,Xã ?ông Tiên H?ng,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
12745,Xã B?c ?ông Quan,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
12754,Xã Tiên H?ng,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
12763,Xã Nam Tiên H?ng,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
12775,Xã Nam ?ông H?ng,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
12793,Xã ?ông Quan,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
12817,Ph??ng Trà Lý,Ph??ng,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
12826,Xã Thái Th?y,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
12850,Xã Tây Th?y Anh,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
12859,Xã B?c Th?y Anh,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
12862,Xã ?ông Th?y Anh,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
12865,Xã Th?y Anh,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
12904,Xã Nam Th?y Anh,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
12916,Xã B?c Thái Ninh,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
12919,Xã Tây Thái Ninh,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
12922,Xã Thái Ninh,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
12943,Xã ?ông Thái Ninh,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
12961,Xã Nam Thái Ninh,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
12970,Xã Ti?n H?i,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
12988,Xã ?ông Ti?n H?i,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
13003,Xã ??ng Châu,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
13021,Xã Ái Qu?c,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
13039,Xã Tây Ti?n H?i,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
13057,Xã Nam C??ng,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
13063,Xã Nam Ti?n H?i,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
13066,Xã H?ng Phú,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
13075,Xã Ki?n X??ng,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
13093,Xã Trà Giang,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
13096,Xã Bình Nguyên,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
13120,Xã Lê L?i,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
13132,Xã Quang L?ch,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
13141,Xã V? Quý,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
13159,Xã H?ng V?,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
13183,Xã Bình Thanh,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
13186,Xã Bình ??nh,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
13192,Xã V? Th?,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
13219,Xã V?n Xuân,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
13222,Xã Th? Trì,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
13225,Ph??ng Thái Bình,Ph??ng,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
13246,Xã Tân Thu?n,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
13264,Xã Th? V?,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
13279,Xã V? Tiên,Xã,S?: 1666/NQ-UBTVQH15; Ngày: 16/06/2025,33,T?nh H?ng Yên
13285,Ph??ng Ph? Lý,Ph??ng,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
13291,Ph??ng Phù Vân,Ph??ng,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
13318,Ph??ng Châu S?n,Ph??ng,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
13324,Ph??ng Duy Tiên,Ph??ng,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
13330,Ph??ng Duy Tân,Ph??ng,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
13336,Ph??ng Duy Hà,Ph??ng,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
13348,Ph??ng ??ng V?n,Ph??ng,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
13363,Ph??ng Tiên S?n,Ph??ng,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
13366,Ph??ng Hà Nam,Ph??ng,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
13384,Ph??ng Kim B?ng,Ph??ng,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
13393,Ph??ng Lê H?,Ph??ng,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
13396,Ph??ng Nguy?n Uý,Ph??ng,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
13402,Ph??ng Kim Thanh,Ph??ng,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
13420,Ph??ng Tam Chúc,Ph??ng,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
13435,Ph??ng Lý Th??ng Ki?t,Ph??ng,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
13444,Ph??ng Liêm Tuy?n,Ph??ng,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
13456,Xã Liêm Hà,Xã,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
13474,Xã Tân Thanh,Xã,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
13483,Xã Thanh Bình,Xã,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
13489,Xã Thanh Lâm,Xã,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
13495,Xã Thanh Liêm,Xã,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
13501,Xã Bình M?,Xã,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
13504,Xã Bình L?c,Xã,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
13531,Xã Bình Giang,Xã,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
13540,Xã Bình An,Xã,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
13558,Xã Bình S?n,Xã,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
13573,Xã Lý Nhân,Xã,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
13579,Xã B?c Lý,Xã,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
13591,Xã Nam Xang,Xã,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
13594,Xã Tr?n Th??ng,Xã,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
13597,Xã V?nh Tr?,Xã,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
13609,Xã Nhân Hà,Xã,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
13627,Xã Nam Lý,Xã,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
13669,Ph??ng Nam ??nh,Ph??ng,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
13684,Ph??ng Thiên Tr??ng,Ph??ng,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
13693,Ph??ng ?ông A,Ph??ng,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
13699,Ph??ng Thành Nam,Ph??ng,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
13708,Ph??ng M? L?c,Ph??ng,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
13741,Xã V? B?n,Xã,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
13750,Xã Minh Tân,Xã,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
13753,Xã Hi?n Khánh,Xã,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
13777,Ph??ng Tr??ng Thi,Ph??ng,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
13786,Xã Liên Minh,Xã,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
13795,Xã Ý Yên,Xã,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
13807,Xã Tân Minh,Xã,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
13822,Xã Phong Doanh,Xã,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
13834,Xã V? D??ng,Xã,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
13864,Xã V?n Th?ng,Xã,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
13870,Xã Yên C??ng,Xã,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
13879,Xã Yên ??ng,Xã,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
13891,Xã Ngh?a H?ng,Xã,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
13894,Xã R?ng ?ông,Xã,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
13900,Xã ??ng Th?nh,Xã,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
13918,Xã Ngh?a S?n,Xã,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
13927,Xã H?ng Phong,Xã,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
13939,Xã Qu? Nh?t,Xã,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
13957,Xã Ngh?a Lâm,Xã,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
13966,Xã Nam Tr?c,Xã,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
13972,Ph??ng V? Khê,Ph??ng,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
13984,Ph??ng H?ng Quang,Ph??ng,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
13987,Xã Nam H?ng,Xã,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
14005,Xã Nam Ninh,Xã,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
14011,Xã Nam Minh,Xã,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
14014,Xã Nam ??ng,Xã,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
14026,Xã C? L?,Xã,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
14038,Xã Ninh Giang,Xã,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
14053,Xã Tr?c Ninh,Xã,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
14056,Xã Cát Thành,Xã,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
14062,Xã Quang H?ng,Xã,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
14071,Xã Minh Thái,Xã,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
14077,Xã Ninh C??ng,Xã,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
14089,Xã Xuân Tr??ng,Xã,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
14095,Xã Xuân H?ng,Xã,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
14104,Xã Xuân Giang,Xã,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
14122,Xã Xuân H?ng,Xã,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
14161,Xã Giao Minh,Xã,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
14167,Xã Giao Thu?,Xã,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
14179,Xã Giao H?ng,Xã,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
14182,Xã Giao Hoà,Xã,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
14194,Xã Giao Bình,Xã,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
14203,Xã Giao Phúc,Xã,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
14212,Xã Giao Ninh,Xã,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
14215,Xã H?i H?u,Xã,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
14218,Xã H?i Ti?n,Xã,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
14221,Xã H?i Th?nh,Xã,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
14236,Xã H?i Anh,Xã,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
14248,Xã H?i H?ng,Xã,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
14281,Xã H?i An,Xã,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
14287,Xã H?i Quang,Xã,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
14308,Xã H?i Xuân,Xã,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
14329,Ph??ng Hoa L?,Ph??ng,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
14359,Ph??ng Nam Hoa L?,Ph??ng,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
14362,Ph??ng Tam ?i?p,Ph??ng,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
14365,Ph??ng Trung S?n,Ph??ng,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
14371,Ph??ng Yên S?n,Ph??ng,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
14389,Xã Gia Lâm,Xã,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
14401,Xã Gia T??ng,Xã,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
14404,Xã Cúc Ph??ng,Xã,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
14407,Xã Phú S?n,Xã,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
14428,Xã Nho Quan,Xã,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
14434,Xã Thanh S?n,Xã,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
14452,Xã Qu?nh L?u,Xã,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
14458,Xã Phú Long,Xã,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
14464,Xã Gia Vi?n,Xã,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
14482,Xã Gia H?ng,Xã,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
14488,Xã Gia Vân,Xã,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
14494,Xã Gia Tr?n,Xã,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
14500,Xã ??i Hoàng,Xã,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
14524,Xã Gia Phong,Xã,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
14533,Ph??ng Tây Hoa L?,Ph??ng,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
14560,Xã Yên Khánh,Xã,S?: 1674/NQ-UBTVQH15; Ngày: 16/06/2025,37,T?nh Ninh Bình
